Faces,0.539078936,0.324542008,0.10619721,1,0,0
Faces,0.484758677,0.272559003,0.082168447,1,0,0
Faces,0.563282848,0.321671862,0.240533658,1,0,0
Faces,0.528378271,0.239948749,0.072821669,1,0,0
Faces,0.535703633,0.301570471,0.098943862,1,0,0
Faces,0.514937395,0.253423515,0.095511804,1,0,0
Faces,0.589161095,0.262185312,0.024886676,1,0,0
Faces,0.591202809,0.264719094,0.02838877,1,0,0
Faces,0.562716898,0.299661178,0.055351358,1,0,0
Faces,0.545988159,0.272888944,0.083550457,1,0,0
Faces,0.540953306,0.299382321,0.097318856,1,0,0
Faces,0.526367121,0.247180363,0.092201548,1,0,0
Faces,0.540448964,0.292479796,0.092915128,1,0,0
Faces,0.557124762,0.306710799,0.060780691,1,0,0
Faces,0.547505607,0.329201693,0.240195708,1,0,0
Faces,0.549183264,0.328276586,0.238899377,1,0,0
Faces,0.547176101,0.270450453,0.084383751,1,0,0
Faces,0.627266396,0.230986286,0.09127213,1,0,0
Faces,0.540388247,0.296289918,0.095669138,1,0,0
Faces,0.516247901,0.268470909,0.08237,1,0,0
