0.649781277,0.828696413,0.405861767,2.921434821,5.167979003,0.207174103,0.17664042,3.72808399,0.23928259,1.666579178,0.969466317,0.321259843,0.40656168,0.255293088,1.056342957,1.099300087,1.925284339,2.231671041,0.426859143,0.873228346,0.512773403,0.343219598,0.167629046,1.852755906,3.366491689,1.503674541,0.246019248,0.305424322,0.851006124,0.165179353,0.441557305,2.578215223,0.340857393,0.487664042,0.401049869,0.781364829,0.534033246,0.431846019,0.618022747,0.361417323,0.321959755,0.427296588,0.252055993,0.242086039,1.061181006,0.163758117,1.862368101,0.321174919,0.54104099,2.159547484,0.134638799,0.15817776,0.196124188,0.132000812,0.16112013,0.210988231,0.210379464,0.128145292,0.292461445,0.152597403,0.527242289,0.348062094,1.687550731,2.436586851,0.168171672,1.139153815,0.987773945,0.239752435,0.139052354,0.112926136,0.132000812,0.129362825,0.486911526,0.125152192,0.146864854,0.14351664,1.627181412,8,c-CS-m
0.616480687,0.841974249,0.388583691,2.862575107,5.19416309,0.223433476,0.167725322,3.648240343,0.221030043,1.565150215,0.991845494,0.342918455,0.396909871,0.270815451,1.0327897,1.078712446,1.89304721,2.330987124,0.409184549,0.789012876,0.511502146,0.344806867,0.166695279,1.852532189,3.431158798,1.47167382,0.242060086,0.300171674,0.833648069,0.162660944,0.437253219,2.538025751,0.337682403,0.472618026,0.402317597,0.786523605,0.533218884,0.429871245,0.603175966,0.360257511,0.296051502,0.42583691,0.252017167,0.242119916,1.063985284,0.169981108,1.692204435,0.320473302,0.539226409,2.167097544,0.136273243,0.161579,0.193347917,0.139007656,0.161529283,0.210798449,0.193397633,0.134582878,0.291488515,0.15188426,0.519787213,0.365118823,1.662871632,2.35472805,0.174704186,1.227851248,0.981654569,0.249030526,0.133787412,0.121606841,0.139007656,0.143084419,0.46783335,0.112856717,0.16113155,0.145719399,1.562096053,8,c-CS-m
0.637424335,0.852881832,0.400561453,2.968155101,5.350820247,0.208790245,0.173260812,3.814545136,0.222300202,1.741731731,0.989999123,0.328976226,0.397929643,0.26379507,1.092288797,1.094043337,1.91595754,1.952539696,0.454074919,0.793753838,0.533204667,0.352048425,0.172558996,1.965786472,3.434248618,1.541801912,0.251951926,0.345907536,0.881393105,0.165277656,0.443459953,2.609614878,0.342398456,0.493902974,0.410913238,0.812790596,0.564698658,0.441179051,0.640231599,0.374331082,0.29967541,0.445214492,0.252302834,0.241041688,1.059452912,0.175229636,1.654840012,0.317856061,0.561875442,2.182446755,0.135914,0.167507823,0.192237812,0.134803674,0.181033613,0.202533562,0.20429999,0.12955486,0.270061573,0.153628747,0.506308671,0.3497527,1.716362168,2.437317049,0.156000808,1.226102756,0.994145554,0.247955991,0.14232361,0.130261431,0.134803674,0.147673362,0.462501262,0.116432825,0.16059352,0.142878773,1.571868376,8,c-CS-m
0.576814539,0.755389999,0.348346314,2.62490123,4.727508748,0.205892313,0.161192008,3.778530308,0.194152839,1.505474659,0.819166949,0.311547579,0.385822328,0.241562253,0.948414042,0.924822215,1.755841517,2.297211875,0.4848177,0.742183091,0.45919404,0.337509877,0.161982165,1.36471385,2.814990405,1.440794672,0.234902359,0.274974602,0.766452196,0.15058133,0.407608082,2.311999097,0.312111977,0.466305452,0.394739813,0.740602777,0.52297099,0.391917824,0.585054747,0.345185687,0.286714076,0.399932272,0.277457952,0.208717885,0.969007234,0.153778997,2.027937141,0.299825393,0.466762285,1.795148416,0.126091295,0.144362684,0.176976802,0.11898229,0.163631828,0.195310551,0.194125717,0.119356448,0.276939386,0.134634572,0.526502869,0.31660015,1.586368172,2.382140185,0.145048641,1.05649788,0.970067348,0.233225243,0.133636817,0.107321028,0.11898229,0.121289598,0.479109504,0.10283113,0.144237965,0.141681217,1.646607633,8,c-CS-m
0.542544799,0.757917277,0.350050716,2.634509185,4.735602389,0.210526316,0.165671137,3.871971148,0.194297306,1.531612758,0.815056914,0.315000564,0.391524851,0.254141778,0.955370224,0.938465006,1.744843908,2.477854164,0.476501747,0.715879635,0.486306773,0.338667869,0.160599572,1.398174236,2.891017694,1.469401555,0.23486983,0.270032683,0.755437845,0.149554829,0.411360307,2.320861039,0.309478192,0.472331793,0.393666178,0.739208836,0.542206694,0.38994703,0.587399977,0.346556971,0.290318945,0.405837935,0.354671475,0.212714392,0.972905792,0.163062391,1.969798658,0.303007706,0.491797166,1.763484961,0.124347502,0.153740989,0.188105891,0.128635347,0.167971663,0.196992294,0.19711658,0.128635347,0.283370619,0.137211037,0.542567736,0.340355456,1.619189659,2.386216754,0.150944569,1.132736764,0.980797912,0.244469302,0.13335819,0.112851106,0.128635347,0.14261745,0.438354462,0.11061397,0.155667412,0.146408153,1.607631121,8,c-CS-m
0.569917613,0.761077711,0.343910042,2.598085059,4.764640392,0.203963483,0.164439991,3.843464707,0.193052772,1.575706969,0.836450679,0.306501893,0.373747495,0.27343576,0.945335115,0.925851703,1.740480962,2.374415498,0.471832554,0.721442886,0.495769316,0.326987308,0.158984636,1.400356268,2.79492318,1.425851703,0.234914273,0.292362503,0.750501002,0.143954576,0.409374304,2.272322423,0.304720552,0.464707192,0.416499666,0.738922289,0.535292808,0.389556892,0.601425072,0.351592073,0.288799822,0.400356268,0.294032509,0.212369598,0.985221063,0.168219076,1.960879285,0.309736711,0.483420268,1.744162941,0.125558867,0.160643318,0.191381023,0.12791853,0.177968207,0.188462494,0.204359165,0.125062096,0.271112767,0.136612022,0.55377546,0.332774466,1.674242424,2.38065077,0.15052161,1.176353701,1.002483855,0.247516145,0.135866865,0.11009687,0.12791853,0.133817685,0.461313959,0.114257327,0.155923994,0.142138599,1.506520119,8,c-CS-m
0.494053315,0.666165414,0.311961722,2.439781271,4.256596036,0.22556391,0.157484621,3.728229665,0.190020506,1.309090909,0.719480519,0.296103896,0.334791524,0.232809296,0.870950103,0.819548872,1.609706083,1.906220096,0.485030759,0.652084757,0.432125769,0.30936432,0.156117567,1.082980178,2.475324675,1.339712919,0.223650034,0.24101162,0.673820916,0.143267259,0.379357485,2.11114149,0.296924129,0.448530417,0.394805195,0.716746411,0.510731374,0.361175666,0.572932331,0.334244703,0.284347232,0.386056049,0.370608339,0.178158564,0.794703616,0.149462983,1.998196278,0.273427892,0.393785357,1.460031155,0.107157498,0.143149955,0.16454866,0.113798475,0.155939985,0.182257932,0.173977208,0.115766172,0.267770763,0.114126425,0.52668689,0.306304829,1.474050996,2.270558334,0.138558662,1.115438223,0.932442404,0.223661556,0.14987292,0.104205952,0.113798475,0.116340084,0.443059769,0.115848159,0.146265475,0.150856768,1.54136263,8,c-CS-m
0.485691988,0.629682622,0.299947971,2.31776795,4.150104058,0.204604579,0.15153486,3.572320499,0.163891779,1.290712799,0.685744017,0.281867846,0.327783559,0.230489074,0.854318418,0.779656608,1.529786681,2.098985432,0.496097815,0.604448491,0.38280437,0.288241415,0.150494277,1.060483871,2.380723205,1.284469303,0.220603538,0.229968783,0.635796046,0.132674298,0.367976067,2.021331946,0.287200832,0.446540062,0.363943809,0.665972945,0.521201873,0.357310094,0.552419355,0.342741935,0.302029136,0.375,0.370707596,0.188215904,0.807086939,0.159373712,2.015327565,0.283971982,0.409064689,1.430984755,0.112402143,0.150144211,0.178986403,0.125587145,0.161104244,0.189287186,0.170333745,0.124927895,0.245076226,0.121302019,0.534569427,0.320148331,1.55434693,2.307869798,0.158714462,1.141161928,0.948825711,0.235929131,0.144128554,0.106386485,0.125587145,0.136959209,0.412937783,0.122043675,0.160939431,0.17000412,1.485702513,8,c-CS-m
0.508724832,0.655302013,0.30590604,2.415704698,4.33852349,0.206711409,0.154362416,3.82966443,0.173959732,1.430067114,0.690604027,0.288724832,0.340939597,0.231275168,0.882013423,0.827651007,1.615302013,2.094228188,0.488724832,0.657583893,0.419731544,0.326577181,0.151946309,1.113825503,2.408993289,1.314496644,0.22295302,0.240134228,0.666979866,0.135436242,0.379463087,2.090067114,0.298120805,0.465234899,0.42295302,0.712885906,0.532885906,0.373691275,0.563892617,0.341879195,0.293691275,0.38966443,0.381208054,0.19365106,0.844375576,0.160901248,2.050590502,0.287461261,0.418376748,1.472317615,0.11273976,0.156713293,0.178993216,0.125052349,0.164837926,0.18234358,0.188709272,0.124884831,0.261998492,0.120110562,0.539241142,0.354636067,1.603484379,2.430856856,0.158891029,1.188122958,0.98215931,0.241645029,0.147834827,0.113326074,0.125052349,0.130161655,0.441829299,0.119859285,0.167853254,0.156126979,1.509004104,8,c-CS-m
0.408176509,0.543640493,0.266223232,2.029688514,3.387410772,0.215282284,0.162394549,3.07495133,0.147955873,1.165639195,0.602693056,0.288935756,0.288935756,0.247566515,0.739130435,0.647306944,1.356748864,1.74578196,0.463984426,0.55110318,0.427968851,0.297534069,0.162556781,0.804510058,1.881083712,1.160123297,0.228098637,0.238481506,0.614049319,0.14633355,0.329331603,1.704737184,0.261680727,0.43559377,0.401687216,0.647631408,0.488481506,0.328033744,0.549156392,0.325438027,0.304510058,0.387086308,0.399578196,0.168887963,0.735422741,0.139629321,2.045085381,0.256768013,0.359329446,1.273323615,0.090483132,0.129216993,0.152332362,0.111411912,0.158267389,0.172636401,0.164618909,0.10849646,0.246251562,0.106309871,0.529154519,0.311120367,1.382548938,2.243440233,0.150249896,1.040712203,0.895980841,0.228342357,0.144002499,0.107351104,0.111411912,0.121095377,0.37151187,0.103810912,0.159412745,0.165660142,1.397438567,8,c-CS-m
