0.49,0.29,0.48,0.5,0.56,0.24,0.35,8,cp
0.07,0.4,0.48,0.5,0.54,0.35,0.44,8,cp
0.56,0.4,0.48,0.5,0.49,0.37,0.46,8,cp
0.59,0.49,0.48,0.5,0.52,0.45,0.36,8,cp
0.23,0.32,0.48,0.5,0.55,0.25,0.35,8,cp
0.67,0.39,0.48,0.5,0.36,0.38,0.46,8,cp
0.29,0.28,0.48,0.5,0.44,0.23,0.34,8,cp
0.21,0.34,0.48,0.5,0.51,0.28,0.39,8,cp
0.2,0.44,0.48,0.5,0.46,0.51,0.57,8,cp
0.42,0.4,0.48,0.5,0.56,0.18,0.3,8,cp
0.42,0.24,0.48,0.5,0.57,0.27,0.37,8,cp
0.25,0.48,0.48,0.5,0.44,0.17,0.29,8,cp
0.39,0.32,0.48,0.5,0.46,0.24,0.35,8,cp
0.51,0.5,0.48,0.5,0.46,0.32,0.35,8,cp
0.22,0.43,0.48,0.5,0.48,0.16,0.28,8,cp
0.25,0.4,0.48,0.5,0.46,0.44,0.52,8,cp
0.34,0.45,0.48,0.5,0.38,0.24,0.35,8,cp
0.44,0.27,0.48,0.5,0.55,0.52,0.58,8,cp
0.23,0.4,0.48,0.5,0.39,0.28,0.38,8,cp
0.41,0.57,0.48,0.5,0.39,0.21,0.32,8,cp
0.4,0.45,0.48,0.5,0.38,0.22,0,8,cp
0.31,0.23,0.48,0.5,0.73,0.05,0.14,8,cp
0.51,0.54,0.48,0.5,0.41,0.34,0.43,8,cp
0.3,0.16,0.48,0.5,0.56,0.11,0.23,8,cp
0.36,0.39,0.48,0.5,0.48,0.22,0.23,8,cp
0.29,0.37,0.48,0.5,0.48,0.44,0.52,8,cp
0.25,0.4,0.48,0.5,0.47,0.33,0.42,8,cp
0.21,0.51,0.48,0.5,0.5,0.32,0.41,8,cp
0.43,0.37,0.48,0.5,0.53,0.35,0.44,8,cp
0.43,0.39,0.48,0.5,0.47,0.31,0.41,8,cp
0.53,0.38,0.48,0.5,0.44,0.26,0.36,8,cp
0.34,0.33,0.48,0.5,0.38,0.35,0.44,8,cp
0.56,0.51,0.48,0.5,0.34,0.37,0.46,8,cp
0.4,0.29,0.48,0.5,0.42,0.35,0.44,8,cp
0.24,0.35,0.48,0.5,0.31,0.19,0.31,8,cp
0.36,0.54,0.48,0.5,0.41,0.38,0.46,8,cp
0.29,0.52,0.48,0.5,0.42,0.29,0.39,8,cp
0.65,0.47,0.48,0.5,0.59,0.3,0.4,8,cp
0.32,0.42,0.48,0.5,0.35,0.28,0.38,8,cp
0.38,0.46,0.48,0.5,0.48,0.22,0.29,8,cp
0.33,0.45,0.48,0.5,0.52,0.32,0.41,8,cp
0.3,0.37,0.48,0.5,0.59,0.41,0.49,8,cp
0.4,0.5,0.48,0.5,0.45,0.39,0.47,8,cp
0.28,0.38,0.48,0.5,0.5,0.33,0.42,8,cp
0.61,0.45,0.48,0.5,0.48,0.35,0.41,8,cp
0.17,0.38,0.48,0.5,0.45,0.42,0.5,8,cp
0.44,0.35,0.48,0.5,0.55,0.55,0.61,8,cp
0.43,0.4,0.48,0.5,0.39,0.28,0.39,8,cp
0.42,0.35,0.48,0.5,0.58,0.15,0.27,8,cp
0.23,0.33,0.48,0.5,0.43,0.33,0.43,8,cp
0.37,0.52,0.48,0.5,0.42,0.42,0.36,8,cp
0.29,0.3,0.48,0.5,0.45,0.03,0.17,8,cp
0.22,0.36,0.48,0.5,0.35,0.39,0.47,8,cp
0.23,0.58,0.48,0.5,0.37,0.53,0.59,8,cp
0.47,0.47,0.48,0.5,0.22,0.16,0.26,8,cp
0.54,0.47,0.48,0.5,0.28,0.33,0.42,8,cp
0.51,0.37,0.48,0.5,0.35,0.36,0.45,8,cp
0.4,0.35,0.48,0.5,0.45,0.33,0.42,8,cp
0.44,0.34,0.48,0.5,0.3,0.33,0.43,8,cp
0.42,0.38,0.48,0.5,0.54,0.34,0.43,8,cp
0.44,0.56,0.48,0.5,0.5,0.46,0.54,8,cp
0.52,0.36,0.48,0.5,0.41,0.28,0.38,8,cp
0.36,0.41,0.48,0.5,0.48,0.47,0.54,8,cp
0.18,0.3,0.48,0.5,0.46,0.24,0.35,8,cp
0.47,0.29,0.48,0.5,0.51,0.33,0.43,8,cp
0.24,0.43,0.48,0.5,0.54,0.52,0.59,8,cp
0.25,0.37,0.48,0.5,0.41,0.33,0.42,8,cp
0.52,0.57,0.48,0.5,0.42,0.47,0.54,8,cp
0.25,0.37,0.48,0.5,0.43,0.26,0.36,8,cp
0.35,0.48,0.48,0.5,0.56,0.4,0.48,8,cp
0.26,0.26,0.48,0.5,0.34,0.25,0.35,8,cp
0.44,0.51,0.48,0.5,0.47,0.26,0.36,8,cp
0.37,0.5,0.48,0.5,0.42,0.36,0.45,8,cp
0.44,0.42,0.48,0.5,0.42,0.25,0.2,8,cp
0.24,0.43,0.48,0.5,0.37,0.28,0.38,8,cp
0.42,0.3,0.48,0.5,0.48,0.26,0.36,8,cp
0.48,0.42,0.48,0.5,0.45,0.25,0.35,8,cp
0.41,0.48,0.48,0.5,0.51,0.44,0.51,8,cp
0.44,0.28,0.48,0.5,0.43,0.27,0.37,8,cp
0.29,0.41,0.48,0.5,0.48,0.38,0.46,8,cp
0.34,0.28,0.48,0.5,0.41,0.35,0.44,8,cp
0.41,0.43,0.48,0.5,0.45,0.31,0.41,8,cp
0.29,0.47,0.48,0.5,0.41,0.23,0.34,8,cp
0.34,0.55,0.48,0.5,0.58,0.31,0.41,8,cp
0.36,0.56,0.48,0.5,0.43,0.45,0.53,8,cp
0.4,0.46,0.48,0.5,0.52,0.49,0.56,8,cp
0.5,0.49,0.48,0.5,0.49,0.46,0.53,8,cp
0.52,0.44,0.48,0.5,0.37,0.36,0.42,8,cp
0.5,0.51,0.48,0.5,0.27,0.23,0.34,8,cp
0.53,0.42,0.48,0.5,0.16,0.29,0.39,8,cp
0.34,0.46,0.48,0.5,0.52,0.35,0.44,8,cp
0.4,0.42,0.48,0.5,0.37,0.27,0.27,8,cp
0.41,0.43,0.48,0.5,0.5,0.24,0.25,8,cp
0.3,0.45,0.48,0.5,0.36,0.21,0.32,8,cp
0.31,0.47,0.48,0.5,0.29,0.28,0.39,8,cp
0.64,0.76,0.48,0.5,0.45,0.35,0.38,8,cp
0.35,0.37,0.48,0.5,0.3,0.34,0.43,8,cp
0.57,0.54,0.48,0.5,0.37,0.28,0.33,8,cp
0.65,0.55,0.48,0.5,0.34,0.37,0.28,8,cp
0.51,0.46,0.48,0.5,0.58,0.31,0.41,8,cp
0.38,0.4,0.48,0.5,0.63,0.25,0.35,8,cp
0.24,0.57,0.48,0.5,0.63,0.34,0.43,8,cp
0.38,0.26,0.48,0.5,0.54,0.16,0.28,8,cp
0.33,0.47,0.48,0.5,0.53,0.18,0.29,8,cp
0.24,0.34,0.48,0.5,0.38,0.3,0.4,8,cp
0.26,0.5,0.48,0.5,0.44,0.32,0.41,8,cp
0.44,0.49,0.48,0.5,0.39,0.38,0.4,8,cp
0.43,0.32,0.48,0.5,0.33,0.45,0.52,8,cp
0.49,0.43,0.48,0.5,0.49,0.3,0.4,8,cp
0.47,0.28,0.48,0.5,0.56,0.2,0.25,8,cp
0.32,0.33,0.48,0.5,0.6,0.06,0.2,8,cp
0.34,0.35,0.48,0.5,0.51,0.49,0.56,8,cp
0.35,0.34,0.48,0.5,0.46,0.3,0.27,8,cp
0.38,0.3,0.48,0.5,0.43,0.29,0.39,8,cp
0.38,0.44,0.48,0.5,0.43,0.2,0.31,8,cp
0.41,0.51,0.48,0.5,0.58,0.2,0.31,8,cp
0.34,0.42,0.48,0.5,0.41,0.34,0.43,8,cp
0.51,0.49,0.48,0.5,0.53,0.14,0.26,8,cp
0.25,0.51,0.48,0.5,0.37,0.42,0.5,8,cp
0.29,0.28,0.48,0.5,0.5,0.42,0.5,8,cp
0.25,0.26,0.48,0.5,0.39,0.32,0.42,8,cp
0.24,0.41,0.48,0.5,0.49,0.23,0.34,8,cp
0.17,0.39,0.48,0.5,0.53,0.3,0.39,8,cp
0.04,0.31,0.48,0.5,0.41,0.29,0.39,8,cp
0.61,0.36,0.48,0.5,0.49,0.35,0.44,8,cp
0.34,0.51,0.48,0.5,0.44,0.37,0.46,8,cp
0.28,0.33,0.48,0.5,0.45,0.22,0.33,8,cp
0.4,0.46,0.48,0.5,0.42,0.35,0.44,8,cp
0.23,0.34,0.48,0.5,0.43,0.26,0.37,8,cp
0.37,0.44,0.48,0.5,0.42,0.39,0.47,8,cp
0,0.38,0.48,0.5,0.42,0.48,0.55,8,cp
0.39,0.31,0.48,0.5,0.38,0.34,0.43,8,cp
0.3,0.44,0.48,0.5,0.49,0.22,0.33,8,cp
0.27,0.3,0.48,0.5,0.71,0.28,0.39,8,cp
0.17,0.52,0.48,0.5,0.49,0.37,0.46,8,cp
0.36,0.42,0.48,0.5,0.53,0.32,0.41,8,cp
0.3,0.37,0.48,0.5,0.43,0.18,0.3,8,cp
0.26,0.4,0.48,0.5,0.36,0.26,0.37,8,cp
0.4,0.41,0.48,0.5,0.55,0.22,0.33,8,cp
0.22,0.34,0.48,0.5,0.42,0.29,0.39,8,cp
0.44,0.35,0.48,0.5,0.44,0.52,0.59,8,cp
0.27,0.42,0.48,0.5,0.37,0.38,0.43,8,cp
0.16,0.43,0.48,0.5,0.54,0.27,0.37,8,cp
0.06,0.61,0.48,0.5,0.49,0.92,0.37,8,im
0.44,0.52,0.48,0.5,0.43,0.47,0.54,8,im
0.63,0.47,0.48,0.5,0.51,0.82,0.84,8,im
0.23,0.48,0.48,0.5,0.59,0.88,0.89,8,im
0.34,0.49,0.48,0.5,0.58,0.85,0.8,8,im
0.43,0.4,0.48,0.5,0.58,0.75,0.78,8,im
0.46,0.61,0.48,0.5,0.48,0.86,0.87,8,im
0.27,0.35,0.48,0.5,0.51,0.77,0.79,8,im
0.52,0.39,0.48,0.5,0.65,0.71,0.73,8,im
0.29,0.47,0.48,0.5,0.71,0.65,0.69,8,im
0.55,0.47,0.48,0.5,0.57,0.78,0.8,8,im
0.12,0.67,0.48,0.5,0.74,0.58,0.63,8,im
0.4,0.5,0.48,0.5,0.65,0.82,0.84,8,im
0.73,0.36,0.48,0.5,0.53,0.91,0.92,8,im
0.84,0.44,0.48,0.5,0.48,0.71,0.74,8,im
0.48,0.45,0.48,0.5,0.6,0.78,0.8,8,im
0.54,0.49,0.48,0.5,0.4,0.87,0.88,8,im
0.48,0.41,0.48,0.5,0.51,0.9,0.88,8,im
0.5,0.66,0.48,0.5,0.31,0.92,0.92,8,im
0.72,0.46,0.48,0.5,0.51,0.66,0.7,8,im
0.47,0.55,0.48,0.5,0.58,0.71,0.75,8,im
0.33,0.56,0.48,0.5,0.33,0.78,0.8,8,im
0.64,0.58,0.48,0.5,0.48,0.78,0.73,8,im
0.54,0.57,0.48,0.5,0.56,0.81,0.83,8,im
0.47,0.59,0.48,0.5,0.52,0.76,0.79,8,im
0.63,0.5,0.48,0.5,0.59,0.85,0.86,8,im
0.49,0.42,0.48,0.5,0.53,0.79,0.81,8,im
0.31,0.5,0.48,0.5,0.57,0.84,0.85,8,im
0.74,0.44,0.48,0.5,0.55,0.88,0.89,8,im
0.33,0.45,0.48,0.5,0.45,0.88,0.89,8,im
0.45,0.4,0.48,0.5,0.61,0.74,0.77,8,im
0.71,0.4,0.48,0.5,0.71,0.7,0.74,8,im
0.5,0.37,0.48,0.5,0.66,0.64,0.69,8,im
0.66,0.53,0.48,0.5,0.59,0.66,0.66,8,im
0.6,0.61,0.48,0.5,0.54,0.67,0.71,8,im
0.83,0.37,0.48,0.5,0.61,0.71,0.74,8,im
